tid,uuid,revision_id,langcode,Vocabulary,revision_created,revision_user,revision_log_message,Published,Name,description,weight,parent,changed,default_langcode,revision_translation_affected,path,content_translation_source,content_translation_outdated,content_translation_uid,content_translation_created,"Authority Sources",field_unique_id
3600,1eafd263-0a15-45b7-a525-c86e3ee9ecc1,3600,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Children of immigrants--Education",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/855369|||fast,224a0e6a-1811-45de-be4b-d9434eaad05a
3601,ee53ce2f-8f65-4c4f-9789-32dc42b903ed,3601,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Chinese Americans",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/857249|||fast,5653ccea-7eba-4ce4-b070-0db1f6769d24
3602,5b2aea31-ab84-49a3-885f-9c6ed8fb35e8,3602,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Cognitive science",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/866547|||fast,3c931785-ffe6-4b4a-a15f-5fb04d8987f4
3603,2f377e09-e1cc-49f1-bea4-77986082b5b7,3603,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"College graduates",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/867821|||fast,0758e169-3cf6-43ba-ba7a-683a087fba78
3604,1e724195-45dc-4413-80f2-c4ed5a122d6f,3604,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"College students--Decision making",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/867994|||fast,a189d391-e357-4e96-8ebc-24c520e22313
3605,8384cee3-b259-4f43-ae45-31eb31dd92af,3605,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"College students--Economic conditions",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/868000|||fast,e1937894-792b-43fc-8493-2ec5ceaa79fe
3606,721a1181-1abe-4adf-b1e0-6637f43ba66c,3606,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"College students--Family relationships",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/868006|||fast,308524a8-e1e4-4ea6-80cf-1d711a54cd6a
3607,831b77f5-9eb1-4b12-934c-25dbff1550b5,3607,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"College students--Mental health",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/868023|||fast,e1d44e57-7840-410d-b8d4-46e329bc4a39
3608,c0f68001-5aa2-4a8f-a398-d0d748cdfdd1,3608,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"College students--Religion",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/868039|||fast,8d9a96cd-fc91-4d9d-a05e-5b7751aee184
3609,cfd461c7-bc67-4d2b-b6bf-27697be05b3a,3609,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"College students--Religious life",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/868040|||fast,b35dd354-e350-4495-8877-24ba7e6b88a5
3610,6654460a-2697-42e3-b253-2cf6e9d6446d,3610,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"College students--Time management",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/868065|||fast,5da27144-2744-46aa-b150-62373bea0d59
3611,33ee57c5-0230-4ef6-88ae-482884021ed9,3611,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"College students--Transfer",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/868068|||fast,0547fb35-7e63-458d-8bae-e14e2d94df8f
3612,3154ffe9-8c7c-499c-a5c2-5cf9d261019d,3612,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Computer engineering",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/872078|||fast,e8e5ea58-bed6-4cd3-8375-efc58db97eec
3613,aa25052d-5419-4949-8f1e-fc2d572ecd16,3613,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Construction industry",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/875964|||fast,02de909f-1572-4ed9-991f-63dc43872f6d
3614,d076e668-e0e8-4366-8f50-cf4df89f6067,3614,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Cooking, Cuban",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/1753299|||fast,1bd88b87-709f-4e2c-8103-7e4251934922
3615,fe9dbcab-a0ef-4d2b-bccb-52a3fc376455,3615,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Counseling in higher education",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/881262|||fast,4707c0b3-7ef2-4988-a221-030298f47229
3616,04cd72d1-9bec-454d-9d5e-3a5581c0ecc6,3616,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"COVID-19 (Disease)",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/1984643|||fast,a73cbec5-68b8-4797-9499-7faed213a876
3617,a5dca201-5fb0-4c28-80ef-1dec69b4e93d,3617,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"COVID-19 Pandemic (2020-)",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/2024716|||fast,2780168d-cd8a-4980-b58f-e339d18b8e06
3618,b7c0463f-053a-4267-ad79-c2e0457c5fdc,3618,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Creative writing--Study and teaching",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/882503|||fast,2cd4ca10-f4a0-4fbe-bdc9-065e5e0b32de
3619,f9c722a0-ce4d-46d9-a33e-10dcf0fd3df8,3619,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Debates and debating",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/888743|||fast,ee4eff0b-e0bc-49b7-8329-736530615a90
3620,7462a405-03a3-40aa-86b1-bcb27e97ca44,3620,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,Divorce,,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/895809|||fast,6dee7ebf-4343-42b7-bdf5-559adfbaae3d
3621,47e570bd-a6a0-4969-aec1-63e283df3b0f,3621,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,Dormitories,,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/896981|||fast,e510dbff-5159-4107-ab32-2b8027fd5152
3622,a252073d-f4f1-4cac-abef-723a645084df,3622,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Education--Parent participation",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/902710|||fast,1f0243d1-8f62-4566-a2f3-1363c2aa7861
3623,d7bc3690-35a6-42d3-bdfe-ff46946b8f85,3623,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Education, Higher--Computer-assisted instruction",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/903032|||fast,fd7dc87a-8d48-4e45-9f4e-ab5eb6ba80a5
3624,c3257a15-875b-4aa9-a08f-1a2aeee8ddda,3624,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Family-owned business enterprises--Management",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/920580|||fast,8140d1a6-6ef6-4492-8f4b-874c60beb33d
3625,8f244aa8-15a1-4631-8a35-c5e9ca9313ab,3625,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Gap years",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/1736294|||fast,44191872-a1b9-4ab8-a22c-df86b2715fb5
3626,065136ae-ebaf-4110-af4b-e308dfcb8f13,3626,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"High technology and education",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/956427|||fast,3dcc58be-685c-4870-b42e-09183fd7fe0e
3627,295a606e-d0eb-4dfa-a80b-c24e1a6da52d,3627,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Hispanic Americans",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/957523|||fast,18f04992-74b5-4fc6-8ccb-fda26cb7103b
3628,88c9cc80-13cc-4f4f-a125-2e87bf323e5a,3628,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,Homesickness,,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/959635|||fast,de63b352-7ac6-44c3-8c94-89baef26109d
3629,390ec105-ac4f-48e7-aab0-980def98f3ba,3629,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Islam--Customs and practices",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/979785|||fast,14c9df0c-1efe-47af-9e9c-4853ac87939e
3630,45e0470e-1218-4c9f-8862-54e670b9e6de,3630,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Magnet schools",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/1005644|||fast,cfda59d5-3b56-49ce-8f75-f0ad03e77a8c
3631,0ec28ae5-46c2-4682-a18e-cfa4731d2995,3631,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Medical assistants",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/1013731|||fast,74d7c714-6f81-4742-baf2-20dee82433b2
3632,d2dcb899-fc63-45b3-9bc6-0a6caa844b3e,3632,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",,,1,"Medical College Admission Test",,0,,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:35:01+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/1013692|||fast,73c82194-7552-4fd0-84c7-7f89fbeabb1f
