tid,uuid,revision_id,langcode,Vocabulary,revision_created,revision_user,revision_log_message,Published,Name,description,weight,parent,changed,default_langcode,revision_translation_affected,path,content_translation_source,content_translation_outdated,content_translation_uid,content_translation_created,"Authority Sources",field_unique_id
2354,940eb9f1-c3f4-4533-9834-4de8ecdbec20,2354,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Aquatic resources--Research",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/812091|||fast,67e477a6-e078-46d7-9722-7ecef5480033
2355,2fee88d2-570f-43f5-bcfd-ced1f2d2aafd,2355,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Aquatic sports--Safety measures",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/812116|||fast,d0ff42a6-27e6-404d-bcd6-bf809e8eea63
2356,2efc29fd-0e33-4aad-a11c-76edd313f688,2356,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Archaeological dating",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/812899|||fast,0ac285ae-685a-4942-9db3-10a7ef4e39f9
2357,1d2a52fb-e2c2-4d75-bd37-12cbb5cfc921,2357,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Archaeological museums and collections",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/812910|||fast,f0683491-8937-464c-af20-ced3542df091
2358,b8206329-d1f5-4d84-a78f-647e7335f5aa,2358,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Archaeology,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/812938|||fast,664edf56-6e14-4fbd-9789-b57a804630c5
2359,f5758c49-d8c1-44ec-b7aa-0dcea5ca9df9,2359,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Archaeology--Vocational guidance",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/813002|||fast,57b99af5-03d6-42b2-adab-51a247168031
2360,4172a320-0d38-471c-b9b3-1bcaeb97e633,2360,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Architects--Vocational guidance",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/813155|||fast,da393009-6ad6-41c5-a631-d1b1e2fbb79f
2361,600c9d31-8c17-4896-9be1-dd78c34e1010,2361,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Architecture,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/813346|||fast,c1371829-4d46-4667-8a98-414cfdbb31ef
2362,a1a07831-527b-4833-a905-9bcec421d7d6,2362,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Archives,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/814030|||fast,f2017100-fb9c-4cb9-8fa7-8c36183770db
2363,01ccf609-a9c9-41e2-9747-7e8934c2bcf5,2363,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Art and philosophy",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/815419|||fast,47e66bad-2c87-42f5-bc05-a4be9c485ffa
2364,035b7608-ac73-45dc-94b2-0f592918829a,2364,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Art and science",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/815430|||fast,2604f99d-ca34-40da-83c4-7719c7ca3336
2365,9d338778-fe03-4c08-9911-f9c8add997f9,2365,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Art criticism",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/815492|||fast,6b1f25c8-dcb5-4cca-9505-28ce4476c3a2
2366,c5866def-4ad6-4d06-9dae-77352ad90f9d,2366,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Art objects",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/815674|||fast,96063ffc-f507-4e1f-af8d-a69ef276f816
2367,9a8baf6a-150d-472b-b31c-ba015e4b0de8,2367,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Art--Conservation and restoration",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/815208|||fast,1eaf769c-c8ea-4dd2-a0ea-8c26d55fc2c8
2368,04ca0861-0c93-4697-bedc-f6c35718019c,2368,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Artificial arms",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/817203|||fast,0b58d968-023b-47c1-84a6-e232430b4bbb
2369,27c54398-c5ee-4824-9163-1cfd39390a07,2369,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Artificial respiration",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/817338|||fast,569f229d-68e9-4cdd-b5c2-ac7658bab38b
2370,08192964-653e-4323-a3eb-ffc7626b4896,2370,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Artificial satellites",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/817346|||fast,168c2e44-bf6b-48e7-86af-22efaa79b323
2371,ff53028e-bcdb-440f-b3ea-a6c38ac13689,2371,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Artificial satellites in navigation",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/817420|||fast,7c52993b-5104-4b83-a2b2-2aa8d664591d
2372,9734cb9e-da4d-421e-ad64-5ebcef6addb0,2372,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Asian flu",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/818684|||fast,2159c35a-4f8c-4fa8-a55b-f0c7d60eb107
2373,845609ba-f776-437f-9874-14b8cdb6c798,2373,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Astrolabes,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/819392|||fast,67df2034-86fa-4bb3-8683-942294873a47
2374,a8535fbc-6484-43ef-b8cd-e71df33bcff8,2374,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Astronomical instruments",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/819641|||fast,d32e80cd-f68e-4f85-8699-72cec096b221
2375,25d81312-300b-4579-b45b-8227d3c01638,2375,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Astronomy,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/819673|||fast,3bb478c7-dcd1-46a3-838b-9a5ac6a0d200
2376,6c206bff-9cf3-4c0a-bab7-2be5b52f0500,2376,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Astrophysics,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/819797|||fast,5bf58cd4-203a-493e-b087-8915fd83f5b3
2377,cb43e5f1-8ebb-40d1-b86d-9265330b2322,2377,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Athletic directors",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/820107|||fast,2121bca4-be4f-4f40-9ffe-c7c924cb1565
2378,625c6215-ceec-4da8-a886-6e6995ffade8,2378,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Atmosphere,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/820323|||fast,f913f70d-7518-4a9f-9143-034300fd8136
2379,8c03a533-bf1a-45ec-b756-10c411d63cdc,2379,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Atmospheric pressure--Physiological effect",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/820495|||fast,2bb51bda-33c1-46fe-b4f7-faf1316bf122
2380,55c1dcbc-9fe6-46fb-99ab-f00635055e9a,2380,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Atom-molecule collisions",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/820562|||fast,9a5eef95-ab14-4465-8bc6-6f7b9f8ab0a4
2381,330257a3-8040-4b94-9330-b62fc551b698,2381,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Atomic bomb",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/820568|||fast,ce34ffbb-3a1e-4dfd-9a7e-32c9313afb60
2382,bb0213a6-4b6e-4231-9bb8-fb5f8b202eaa,2382,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Atomic bomb--Testing",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/820590|||fast,8f37572f-91a5-403c-8901-9724bac55758
2383,e494dad5-04b7-4c27-a617-d51e998317e5,2383,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Atoms,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/820656|||fast,b4632cfd-48ce-41d4-a963-1307cdccbcd8
2384,a3ef7a4e-a1ff-4e42-8c00-0a6098e350b1,2384,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Attack on Pearl Harbor (Hawaii : 1941)",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/1056083|||fast,f153b313-3c35-4827-bb34-2bc110432984
2385,fd6e08d6-2305-49d2-a7c3-1df794d55597,2385,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Authors, American",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/821764|||fast,3cbf672d-18d2-43ed-9d87-0cf342b73a22
2386,05729dde-182b-4246-8493-39d83702d646,2386,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Authorship,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/822442|||fast,0f9e00f6-03b3-49cb-a45b-75f1d65efee7
2387,2f07805a-46e3-4f6f-8003-a412bbbd2a09,2387,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Authorship--Vocational guidance",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/822481|||fast,25ce9161-f255-4405-8806-4437ad455c75
2388,3408e7a8-ec00-4997-8ea5-92aed4d2cd9a,2388,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Automated external defibrillation",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/1200874|||fast,77bb0267-983b-4e42-9393-21cf2ecc8e55
2389,38997151-f16c-4cbd-a6a5-9651767eedbd,2389,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Automatic control",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/822702|||fast,7360f18a-13cc-422b-8479-5c2687d9971f
2390,311aed84-bc55-43c0-bca3-63f7053491ed,2390,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Automobile driving",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/822899|||fast,b874719c-6032-4564-8f30-6a44f2d41110
2391,571c957e-629f-4d1a-9d29-f597da45111e,2391,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Automobiles--Design and construction",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/823374|||fast,96223a5e-20c9-415f-ae6f-fe18bfc2c13d
2392,10503a53-a57f-4eb8-a97f-cb6937e76df5,2392,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Automotive drafting",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/824133|||fast,f84dd72a-8715-40aa-ae3b-f0038ea5479c
2393,ab708aa1-52f2-4efe-b53b-7ab488d7b42c,2393,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"B cells",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/824789|||fast,3a1ff63b-e8cf-457c-9a4d-ac2e7a012fc9
2394,16ec4551-cb35-4074-97a7-3d103b227930,2394,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Baby boom generation",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/824987|||fast,f73ae50a-33e7-4c6b-a1b8-42fadeca8364
2395,c760d62d-7a6b-4f32-8144-6134751562a2,2395,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Backyard gardens",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/825141|||fast,78187080-31cd-4c1f-bb50-e1586a073965
2396,caaaf2c7-17a9-45c1-9ab7-469d003ecb4e,2396,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Balances (Weighing instruments)",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/825699|||fast,43a9cc54-b594-4bdc-9f53-f9c354e9eaf7
2397,3d970519-cedb-4412-b0b2-8b8b4e3d5815,2397,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Ballistocardiography,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/826117|||fast,96b097a4-f5ca-4d48-ae58-ac19a20b80f8
2398,5978062f-2b9f-4429-afb8-29eac4098c5c,2398,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Balloons, Pilot",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/826166|||fast,32340b84-5dbd-4550-b5f8-d62a4fcc4a05
2399,f84dc11e-a8ad-466f-9e07-8efc7a075937,2399,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,Bathyscaphe,,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/828787|||fast,f34c7dac-7a07-40b7-9aed-01d2e33976b0
2400,acfc41d9-90f9-44a4-8d84-c2e21be757ed,2400,en,subject|taxonomy_vocabulary|8d9cf3d5-c8f3-464f-b390-f1a6229b1a67,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",,,1,"Bell X-1 (Supersonic plane)",,0,,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:37:14+00:00|Y-m-d\TH:i:sP",http://id.worldcat.org/fast/1727258|||fast,e7e591ec-a334-4e88-9504-de45d979d464
