tid,uuid,revision_id,langcode,Vocabulary,revision_created,revision_user,revision_log_message,Published,Name,description,weight,parent,changed,default_langcode,revision_translation_affected,path,content_translation_source,content_translation_outdated,content_translation_uid,content_translation_created,"Authority Sources",field_unique_id
3658,b6148c11-3551-4f2d-baab-25b46f6d59ed,3658,en,family|taxonomy_vocabulary|3de7add9-4c86-47fe-babf-d0dd0303fb57,"2022-03-11T14:36:58+00:00|Y-m-d\TH:i:sP",,,1,"Wolman family",,0,,"2022-03-11T14:36:58+00:00|Y-m-d\TH:i:sP",1,1,en,und,,534|user|dfa33910-e475-482d-9fb2-7c268bc2ee7b|/user/534,"2022-03-11T14:36:58+00:00|Y-m-d\TH:i:sP",,“”,Wolman,,,d255d156-812f-46e1-84df-8ef4556c4c7a
