tid,uuid,revision_id,langcode,Vocabulary,revision_created,revision_user,revision_log_message,Published,Name,description,weight,parent,changed,default_langcode,revision_translation_affected,path,content_translation_source,content_translation_outdated,content_translation_uid,content_translation_created,"Authority Sources",field_unique_id
3564,1dfb04c9-b06a-4c63-a3a8-6bdb6f3a1f75,3564,en,family|taxonomy_vocabulary|3de7add9-4c86-47fe-babf-d0dd0303fb57,"2021-10-08T20:48:25+00:00|Y-m-d\TH:i:sP",,,1,"Wolman family",,0,,"2021-10-08T20:48:25+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:48:25+00:00|Y-m-d\TH:i:sP",,,Wolman,,,0a26476d-39f5-4961-975b-66c5e88a8b1c
